input_txt,target_txt,q_id,a_id,target_all_labels,dataset
"Why do Swedish people speak English so well? [1] English became the international language when William the Conquerer essentially took over the English speaking mainland. [2] The English and French both took over many territories in Europe during that time, and then the English started to take over the Americas, South America and Australia, as well as various parts of Africa. [3] Because of these places that English became the Lingua Franca (or sometimes, the ""lingua franca"" as it's sometimes called) it became the de facto language of international trade. [5] French, on the other hand, is the de facto language of diplomacy, which is why American diplomats, businessmen, and government officials speak it (and even the highest echelon of academia uses it--when you take into account the way that your native language is written and how speakers of it learn from other languages, that's very important), and French is sometimes used by government agencies and individual politicians to convey policy.",[1] Answer (Summary) [2] Answer [3] Answer [5] Auxiliary Information,59ntqu,p90_predicted,"[1] Answer,Answer (Summary) [2] Answer,Answer (Summary) [3] Answer,Answer (Summary) [5] Auxiliary Information",model_generated
"Why do, sometimes, we simply forget what we were going to do when we go to another room of the house? [1] If you're talking about stuff like new rooms, you are experiencing a phenomenon called ""checkout"". [3] It's why it is better to just do something once and forget about it later (unless you really like it and you don't just want to think about it when you are getting ready to go). [4] The best way to remember something is to write it down. [5] I think its called checkout because when you enter a new room you suddenly forgot what was on the way out of that room. [6] That is why you can sometimes remember things in a new room after you have gone to the same room several times (as you try to get back to that room), but they're jumbled and unclear because you haven't focused on what you were doing before going into the new room. [7] If you mean why you forget something to go to another room later, it's because what you were going to do is just not remember the area of the room, and the neurons that process that area are getting tired and it won't work anymore.",[1] Answer (Summary) [3] Auxiliary Information [4] Auxiliary Information [5] Answer [6] Answer [7] Answer (Summary),5e4d1a,p90_predicted,"[1] Answer,Answer (Summary) [3] Auxiliary Information [4] Auxiliary Information [5] Answer,Answer (Summary) [6] Answer [7] Answer,Answer (Summary)",model_generated
"Why do, sometimes, we simply forget what we were going to do when we go to another room of the house? [1] I think it's called Flow State Recall. [2] Basically the information doesn't make it past the threshold of your short term memory because it's just information that is required for the brain to function properly. [4] Hence you have to ""shut down"" your short term memory and it works fine again.",[1] Answer [2] Answer (Summary) [4] Auxiliary Information,5e4d1a,p90_random,"[1] Answer,Answer (Summary) [2] Answer,Answer (Summary) [4] Answer,Auxiliary Information",model_generated
"What caused racial division and discrimination between Hutus and Tutsis in Rwanda? [1] Hutus are an African ethnic group that arrived in Africa in the early bronze age. [2] Some believe they came because of disease and other evolutionary reasons. [3] They were pretty much isolated from Tutsis and the Tutsi came from the north and spread further north. [5] When the europeans arrived, they both mixed and evolved, although the differences between the two groups were greatly reduced because they are now largely homogeneous. [6] The current hatred for Tutsis is due to their lack of identification with western culture and learning of western practices, also they are heavily reduced in wealth and status which results in resentment from their more privileged counterparts. [7] A bias exists towards the Hutus because they are stereotyped as uncivilized, but they have historically been very highly educated, leading to a lot of the theories about why they are viewed as so uncivilized. [8] Tutsis are not as concentrated in Africa as the other two ethnic groups, they are mainly found in South America, Central and South America. [9] The same goes for other groups that are seen as much more isolationist in the US and Europe.",[1] Auxiliary Information [2] Auxiliary Information [3] Answer [5] Auxiliary Information [6] Answer (Summary) [7] Answer (Summary) [8] Auxiliary Information [9] Auxiliary Information,5fpy11,p90_random,"[1] Answer,Auxiliary Information [2] Auxiliary Information [3] Answer,Auxiliary Information [5] Answer (Summary),Auxiliary Information [6] Answer (Summary) [7] Answer (Summary) [8] Answer,Auxiliary Information [9] Answer,Auxiliary Information",model_generated
"What is pus and what function does it serve in healing wounds? [1] In the case of your skin, it's a collection of dead skin cells that have been sloughed off by the body. [2] In the case of a wound, it's a mixture of fluid and white blood cells that have been fighting off an infection. [3] It's a very important part of healing because it helps to clean out any infection that may have made its way into the body. [4] In a similar vein, it can help to clear out the bacteria that may have caused the wound. [5] In a third vein, it can help to prevent infection in a wound that has been infected by an infection. [6] In a fourth vein, it can help to flush out a wound that has been infected by a bacterial infection. [7] In the case of a cut, it's a mixture of blood cells that have been fighting off an infection, and platelets that have been fighting off an infection. [8] It's a very important part of healing because it helps to clean out any infection that may have made its way into the body.",[1] Answer (Summary) [2] Answer (Summary) [3] Answer (Summary) [4] Answer [5] Answer [6] Answer [7] Answer [8] Answer,5j30ge,p60_random,"[1] Answer,Answer (Summary) [2] Answer (Summary) [3] Answer (Summary) [4] Answer,Miscellaneous [5] Answer,Miscellaneous [6] Answer,Miscellaneous [7] Answer,Miscellaneous [8] Answer,Miscellaneous",model_generated
"How come the human body can protect you from chickenpox and other diseases after you have it only the once! But i get the flu maybe 4 times a year and i just feel its getting worse every time [2] The diseases you describe only affect one type of bacteria: a specific strain of the same kind of bacteria. [3] While the strain of the same type can sometimes mutate, they don't do this very often, and while the virus itself can mutate, it is in a very low proportion. [5] But those types of viruses don't attack the body's own cells, so there is no constant mutation to keep the virus away. [6] And then there is the immune system, which works on having different parts of the body work against each other, and they also change very quickly. [7] It's like if you're asking, ""why does bread last so long?"" [8] The answer is that the food we eat changes very slowly, but the bacteria and virus you get constantly change - and so your immune system will be constantly changing, and it's better to learn how to fight off the more powerful ones than the weaker ones.",[2] Answer (Summary) [3] Auxiliary Information [5] Answer [6] Auxiliary Information [7] Answer - Example [8] Answer (Summary),5jpxmd,p90_random,"[2] Answer (Summary),Auxiliary Information [3] Answer (Summary),Auxiliary Information [5] Answer,Auxiliary Information [6] Answer,Auxiliary Information [7] Answer - Example [8] Answer (Summary),Answer - Example",model_generated
"How native americans lost so much of their territory so quickly to colonists [1] You're asking two different questions here. [2] The first question is about what *native americans* lost. [3] It's not like there were a lot of people who wanted to ""take"" North America. [4] It was a war. [5] It was a conflict of interests. [6] The native americans were conquered by different groups, but they were also a minority group with no strong allies. [7] The second question is about *why* did they lose so much territory. [8] The Spanish and Portuguese didn't just take it. [9] They were also supported by France and the UK, who fought and supported the native americans. [10] The Spanish and Portuguese had to fight against a lot of native tribes, but they also had to fight against a lot of native groups who were friendly to the Spanish and Portuguese. [11] It's worth noting that, in the beginning, there were no ""natives"" on North America. [12] The indigenous population was simply the settlers. [13] The natives were either killed, converted, or forced to move elsewhere. [14] So, the answer to your question is that the natives were conquered by different groups, and they lost so much territory because they were in conflict with groups.",[1] Miscellaneous [2] Answer - Organizational sentence [3] Answer [4] Answer [5] Answer [6] Answer [7] Answer - Organizational sentence [8] Answer [9] Answer [10] Answer [11] Auxiliary Information [12] Auxiliary Information [13] Auxiliary Information [14] Answer (Summary),5sfbc0,p60_random,"[1] Answer - Organizational sentence,Miscellaneous [2] Answer - Organizational sentence [3] Answer,Auxiliary Information [4] Answer,Auxiliary Information [5] Answer,Auxiliary Information [6] Answer [7] Answer - Organizational sentence [8] Answer [9] Answer [10] Answer [11] Answer,Auxiliary Information [12] Answer,Auxiliary Information [13] Answer,Auxiliary Information [14] Answer (Summary)",model_generated
"What happens to the information when you ""delete"" a file? (Ex. Empty your computer's trash, delete a picture) [1] You're basically telling your computer to forget about that data. [2] When you delete something, it just tells the operating system to forget about that data.",[1] Answer (Summary) [2] Answer,5uymk0,p60_predicted,"[1] Answer,Answer (Summary) [2] Answer,Miscellaneous",model_generated
"If humans were to colonize a new planet and could only send ""X"" number of people. What is the minimum number of people we would need to send in order to create a genetically diverse population? [1] There's a really interesting book called [A Short History of Nearly Everything](_URL_0_) that goes into a lot of detail about this. [2] Basically, there's a lot of factors that determine how many people will be needed to create a genetically diverse population, and the overall number of people should be fairly close to the number of people already living on the planet. [3] This is also the case for humans. [7] Another interesting thing to note is that this doesn't account for how people in the Americas came to be. [8] There are many theories as to why people from the Americas arrived in the first place, but the most compelling is that they were all either descendants of a single human population.",[1] Miscellaneous [2] Answer (Summary) [3] Answer [7] Auxiliary Information [8] Auxiliary Information,5x6a5r,p60_predicted,"[1] Miscellaneous [2] Answer,Answer (Summary) [3] Answer,Auxiliary Information [7] Answer - Example,Auxiliary Information [8] Answer - Example,Auxiliary Information",model_generated
"Can someone explain the controversy over male circumcision? [1] I think this comes from a the classic Christian dilemma. [8] Regardless of the specific criteria, if the male circumcision is the most barbaric procedure performed in the world, then that action ought to be outlawed by law regardless of who is executed for it. [9] It's a needless piece of gratuitous barbarism. [11] We need to have doctors and scientists in place to do research on this.",[1] Answer (Summary) [8] Answer (Summary) [9] Answer [11] Answer,607you,p90_random,"[1] Answer (Summary),Auxiliary Information [8] Answer (Summary) [9] Answer,Answer (Summary) [11] Answer,Auxiliary Information",model_generated
"Can the capacity of our brains be roughly measured in bytes? [1] No. [3] For example, your olfactory bulb is in the brain stem which in turn is in the hypothalamus which is part of the forebrain. [4] This is why when you smell something, the neurons in your olfactory bulb fire and give you the sensation of smell. [5] The neurons for your hearing are in the auditory cortex which is the part of the brain responsible for language and comprehension. [6] Technically your brain has about 1 billion neurons which would be more than a million times larger than the human brain. [7] Most brains would not be able to comprehend over the millions of neurons that would constitute the size of the human brain. [8] And if you took that a million times bigger, you would still have a problem with our understanding the human language. [9] TL;DR: Technically you can say that a person has about a billion neurons, but that number is in reality only around 0.0500 to 1 billion. [10] Also, even if you took a megabyte of a person and divided it by the brain, you would still not be able to say that their brain is ""more than a million times larger"" than ours.",[1] Answer (Summary) [3] Answer - Example [4] Answer - Example [5] Auxiliary Information [6] Auxiliary Information [7] Auxiliary Information [8] Auxiliary Information [9] Auxiliary Information [10] Auxiliary Information,609xpd,p90_predicted,"[1] Answer (Summary) [3] Answer - Example,Auxiliary Information [4] Answer - Example,Auxiliary Information [5] Answer,Auxiliary Information [6] Auxiliary Information [7] Auxiliary Information [8] Auxiliary Information [9] Auxiliary Information,Miscellaneous [10] Answer,Auxiliary Information",model_generated
"Can the capacity of our brains be roughly measured in bytes? [1] No, it is not. [2] It's based on what we think of as ""binary"", which is based on 2^10 (1's and 0's) and 1's and 0's. [3] It is comparable to the size of an atom. [4] A proton has 8 protons, an electron has 9 electrons, and so on, and it has 10 ""bits"" of ""information"". [5] That information is ""binary"". [6] That's why ""4 bits"" and ""8 bits"" make up numbers such as 7 billion, or even gigabytes, or 10 *billion* billion (billion + 10^10",[1] Answer (Summary) [2] Auxiliary Information [3] Auxiliary Information [4] Auxiliary Information [5] Auxiliary Information [6] Auxiliary Information,609xpd,p90_random,"[1] Answer (Summary) [2] Answer (Summary),Auxiliary Information [3] Auxiliary Information [4] Auxiliary Information [5] Answer,Auxiliary Information [6] Answer,Auxiliary Information",model_generated
"Why is men's sport watched so so much more than women's? [1] I'm going to assume you mean why is it watched more than women's sports? [2] I'm not sure I can ELI5, but I'll try. [3] I think it's partly because women's sports are less popular in general, whereas men's sports are more popular. [5] As a result, women's sports have fewer people watching them, and therefore less viewers. [7] Therefore, they're more likely to have a more active participation in sports, and thus more viewers. [8] In addition, women are more likely to watch sports where physical exertion is involved (i.e. baseball, soccer, hockey, basketball), so more viewers will be watching them, and therefore more viewers will be watching them",[1] Miscellaneous [2] Miscellaneous [3] Answer (Summary) [5] Answer [7] Answer [8] Miscellaneous,60ue40,p60_predicted,"[1] Auxiliary Information,Miscellaneous [2] Miscellaneous [3] Answer (Summary) [5] Answer [7] Answer,Auxiliary Information [8] Auxiliary Information,Miscellaneous",model_generated
"Why does Afghanistan seem to be a hotbed for Islamic extremism while neighboring countries like Turkmenistan, Uzbekistan and Tajikistan have remained relatively unaffected by similar unrest? [1] I'm no expert on this subject, but my guess is that the history and culture of the region are very different, and any sort of attempt to unify those things is likely to result in violence. [2] Take the Uighurs for example. [3] They are far more conservative in their values than the Saudis, who have been the major dictators of many countries throughout the Middle East for over 2,000 years. [6] BTW, the Uyghur are one of the richest, most stable nations in the world, and one of the richest nations in the world. [7] They are also one of the most violent, violent, and most unstable regions in the world. [8] With that in mind, I would argue that they are far more at odds with IS than you think, and you wouldn't really know about them without knowing their history and history of violence.",[1] Answer (Summary) [2] Answer - Example [3] Answer - Example [6] Auxiliary Information [7] Auxiliary Information [8] Auxiliary Information,6doq51,p90_predicted,"[1] Answer (Summary) [2] Answer - Example,Miscellaneous [3] Answer - Example,Miscellaneous [6] Auxiliary Information,Miscellaneous [7] Auxiliary Information,Miscellaneous [8] Auxiliary Information,Miscellaneous",model_generated
"How do flies constantly fly into hard objects at high speeds(walls, doors, windows, etc) but never manage to get hurt? [1] Flies are tiny, so their mass doesn't affect their movement very much. [2] They also have a low mass relative to their size. [3] They also have a low reaction speed. [4] So they don't have enough time to react to the force of the impact to cause injury. [9] Because of all of this, flies can fly into very hard objects without suffering any damage. [10] However, if they get hit, they can be seriously injured. [11] In addition, flies have very poor reaction times. [12] They can only react very quickly to a very small stimulus, and very little time to react to the larger stimulus. [13] This means that they can get hit very easily.",[1] Answer (Summary) [2] Answer (Summary) [3] Answer (Summary) [4] Answer (Summary) [9] Answer [10] Auxiliary Information [11] Auxiliary Information [12] Auxiliary Information [13] Auxiliary Information,6dzqgy,p60_predicted,"[1] Answer (Summary) [2] Answer,Answer (Summary) [3] Answer (Summary) [4] Answer,Answer (Summary) [9] Answer [10] Answer,Auxiliary Information [11] Auxiliary Information,Miscellaneous [12] Auxiliary Information,Miscellaneous [13] Auxiliary Information,Miscellaneous",model_generated
"How do bugs in games occur? [1] Let's pretend you're a working robot that is working on a linear function. [2] It moves one of the pieces in the function one linear number of times. [3] So, for example, if the function ""Ax1"" moves one linear number of times, then ""Ax2"" moves one linear number of times. [4] So, that means ""Ax2"" moves one linear number of times, and ""Ax1"" moves one linear number of times. [5] You then place the object in the right position, it can move in the same linear direction as Ax2, but the object will not move in the correct direction, it will end up in the wrong place. [6] So, even though the thing is in the same place as ""Ax2"", it won't move anywhere because the exact same position it occupies does not exist. [7] With a bug, if the code for the object has incorrect instructions for how to move, it will never be able to perform its task. [8] Thus, the game will crash when a corrupted code results in a very wrong program being executed. [9] For example, let's say the program that executes a simple linear function for the object to move 1 line forward requires something to do to the object twice, so it needs to move twice.",[1] Answer - Example [2] Answer - Example [3] Answer - Example [4] Answer - Example [5] Answer - Example [6] Answer - Example [7] Answer (Summary) [8] Answer [9] Answer - Example,6okvnt,p90_predicted,"[1] Answer - Example [2] Answer - Example [3] Answer - Example [4] Answer - Example [5] Answer - Example [6] Answer - Example [7] Answer (Summary) [8] Answer,Answer (Summary) [9] Answer - Example",model_generated
"Why does UK English just say ""in hospital"" when US English says ""in THE hospital""? [1] It's the same with ""theatre"" and ""theatre"", which both derive from the word ""theatre"". [7] The two words are not mutually exclusive.",[1] Answer - Example [7] Miscellaneous,6tttp9,p60_predicted,"[1] Answer (Summary),Answer - Example [7] Answer,Miscellaneous",model_generated
"how is hd tv easily sent over the air with no loading/buffering but streaming hd video online takes a good internet connection and high bandwidth? [1] Many people have asked about the difference in latency between streams and home video, but it's worth mentioning that a streaming video *has* to load up - your TV only has to stream the right part of the video at once, so it doesn't matter if your TV's speed is far from being ideal. [2] So what happens is that streaming at the higher bandwidth lets you stream entire parts of the video *constantly* and if your TV has very little bandwidth available, it can't send the next part, because it can't send the video at full speed. [3] For example, let's say there is a 20 second delay between when you stream the last part of a movie, and when you want to watch the next part. [4] Now you can easily hook up to Netflix to watch the whole movie at once (if you have the bandwidth) because Netflix sends it all at once (the same way you could just hook up to your TV to watch the whole movie at once). [5] If there is a 5 second delay between when you stream the first part of the movie, and when you want to watch the next part, you can't because Netflix is sending it at full speed.",[1] Answer (Summary) [2] Answer (Summary) [3] Answer - Example [4] Answer - Example [5] Answer - Example,70owzx,p90_random,"[1] Answer,Answer (Summary) [2] Answer,Answer (Summary) [3] Answer - Example [4] Answer - Example [5] Answer - Example",model_generated
"Why do private citizens need gun silencers? [1] For the same reason you don't need a *very* loud speaker in a movie theater: there's not much need for it. [2] Also, it's worth noting that you don't *need* a *loud* speaker in a movie theater. [6] So it's not that they *need* a loud speaker, it's that they *don't* need a loud speaker in a movie theater. [7] They *do* need a loud speaker in a movie theater, and the *sound* of the gun suppressor *is* going to do that.",[1] Answer (Summary) [2] Auxiliary Information [6] Auxiliary Information [7] Miscellaneous,742pzn,p60_random,"[1] Answer (Summary) [2] Answer - Example,Auxiliary Information [6] Auxiliary Information,Miscellaneous [7] Auxiliary Information,Miscellaneous",model_generated
"Do planes have speed limits? [1] yes, if the aircraft has sensors that can see the ground (it's kinda like a GPS). [3] If it's even possible for a plane to reach a speed above or below legal speed, they don't use speed limits, but it's rare, just because it's so rare, and it doesn't mean there's no possible way to reach that speed. [4] airspace restrictions would have to apply to airplanes as well. [5] Finally, this assumes you can think in terms of regular airspace- most people don't need to make reasonable decisions on the fly, and if you *do* need to make reasonable decisions anyway.",[1] Answer (Summary) [3] Answer [4] Answer [5] Auxiliary Information,7jpau9,p90_predicted,"[1] Answer (Summary),Miscellaneous [3] Answer,Answer (Summary) [4] Answer,Auxiliary Information [5] Auxiliary Information,Miscellaneous",model_generated
"Do planes have speed limits? [1] A plane's speed limit is based on air resistance, not on the air itself. [2] The speed limit of a plane is based on the amount of air the plane needs to push off of to move at a constant speed. [3] Air resistance increases with speed, so at the speeds that planes fly, there will always be a point where the maximum amount of air can be pushed off of the plane by the engine without it damaging the plane. [4] So as long as the plane can push enough air off of the engine and the plane has enough fuel to push enough air off the plane, it will be fine at cruising speed. [5] The thing to remember is, even at cruising speed, air resistance has to be overcome. [6] This is why you have a climbing wind at high altitudes as you gain speed. [7] That wind can't push enough air off the engine to keep you going at a constant speed. [8] It's like if you put a garden hose out of the window. [9] It will slow down, but the rate of decrease in water pressure is what is keeping you going. [10] It's interesting to note that planes also have a windspeed limit if they are able to make use of the terrain they're flying through, which is something they do.",[1] Answer [2] Answer [3] Answer (Summary) [4] Answer [5] Auxiliary Information [6] Auxiliary Information [7] Auxiliary Information [8] Answer - Example [9] Auxiliary Information [10] Auxiliary Information,7jpau9,p90_random,"[1] Answer,Answer (Summary) [2] Answer,Answer (Summary) [3] Answer (Summary) [4] Answer,Answer (Summary) [5] Answer (Summary),Auxiliary Information [6] Answer,Auxiliary Information [7] Answer,Auxiliary Information [8] Answer - Example,Auxiliary Information [9] Answer - Example,Auxiliary Information [10] Answer (Summary),Auxiliary Information",model_generated
"Why are polar bears and grizzly bears considered different species if they can interbreed and produce fertile offspring? [1] Well bear in mind that the simple answer to ""why are separate species considered different species"" is to say that it doesn't have to be. [2] For example, the two species of bear are the Canis Lupus Familiaris and the Canis Lupus Familiaris Hinaurorae. [3] For species that are closely related, they can breed even if the chromosome count doesn't match up, because one half of the chromosome won't match up with the other half of the chromosome, resulting in an offspring with incomplete chromosomes. [4] With humans, there's nothing to reproduce, so the resulting offspring doesn't have any chromosome, which gives it no genetic diversity and potentially no species. [5] With wolves, there's more to reproduce (although it still doesn't make a viable offspring) so you're right that they are different species. [6] For polar bears and grizzly bears, they are clearly different species because there is no genetic difference between the two species, and so they can breed. [7] But again, because they're closely related, they can breed even if the chromosome count doesn't match up, resulting in an offspring with incomplete chromosome, and therefore no species.",[1] Answer [2] Answer - Example [3] Answer [4] Auxiliary Information [5] Auxiliary Information [6] Answer [7] Answer (Summary),7ndrvj,p90_random,"[1] Answer [2] Answer - Example,Auxiliary Information [3] Answer,Answer (Summary) [4] Answer - Example,Auxiliary Information [5] Answer - Example,Auxiliary Information [6] Answer,Answer (Summary) [7] Answer,Answer (Summary)",model_generated
"Why are criminal cases in the military processed in military courts instead of public courts despite the military being funded by taxes? [1] Because the military is funded by taxpayers, and civilian courts are not mandatory, so they can be set up in civilian courts (which are run by civilian prosecutors). [2] Also, there's no law requiring military courts to be ""open"" or ""impartial,"" and so they are pretty much not. [3] That being said, there are some restrictions on how they can be used. [4] For example, the military can only be used for internal investigations, which means that the military cannot use military courts for civil matters. [5] For example, if a soldier is injured while doing duty, they can't be tried by a civilian court (unless it's a self-defense court, but that's another story), because that would violate the separation of powers (and the fact that the military is a federal government agency, and so can have a lot of legal powers). [6] Finally, it's important to note that military courts are very different from civilian courts. [7] A military court is a court of law, whereas civilian courts are courts of law. [8] The military court will usually have civilian prosecutors, and the civilian courts will usually have civilian judges (or at least some civilian lawyers).",[1] Auxiliary Information [2] Auxiliary Information [3] Auxiliary Information [4] Answer - Example [5] Answer (Summary) [6] Auxiliary Information [7] Auxiliary Information [8] Auxiliary Information,7v6yo7,p60_predicted,"[1] Answer (Summary),Auxiliary Information [2] Answer (Summary),Auxiliary Information [3] Answer - Organizational sentence,Auxiliary Information [4] Answer,Answer - Example [5] Answer (Summary),Answer - Example [6] Answer (Summary),Auxiliary Information [7] Answer (Summary),Auxiliary Information [8] Auxiliary Information",model_generated
"Do you have a higher chance of winning the lottery if you place your bets based on the last 60 years of drawn numbers? [1] No. [2] It's not the last draw. [3] It's the last draw that has the least chance of drawing a prize. [4] So the odds are as good as if you'd bet on any other number. [5] The question is, what's the point of drawing a random number at all if you're just going to throw it away? [6] The point is that you're drawing a random number and it's not the last draw. [7] So, in this case, the chances are as good as if you'd been to draw a random number that has the least chance of drawing a prize. [8] The reason you can't just bet on any number is because the chances of drawing a winning number are always the same. [9] The chances of drawing a losing number are always the same. [10] You can't just change the numbers. [11] You can't choose any number at all, because the odds of drawing a winning number is always the same. [12] So, you're betting on a number that has the least chance of winning. [13] You're not betting on any number. [14] You're betting on a number that has the least chance of winning, and that number is always.",[1] Answer (Summary) [2] Answer [3] Answer [4] Answer [5] Auxiliary Information [6] Auxiliary Information [7] Auxiliary Information [8] Auxiliary Information [9] Auxiliary Information [10] Auxiliary Information [11] Auxiliary Information [12] Auxiliary Information [13] Auxiliary Information [14] Auxiliary Information,7x7zgl,p60_predicted,"[1] Answer (Summary) [2] Answer,Answer (Summary) [3] Answer [4] Answer,Answer (Summary) [5] Auxiliary Information,Miscellaneous [6] Auxiliary Information [7] Auxiliary Information [8] Answer (Summary),Auxiliary Information [9] Answer,Auxiliary Information [10] Auxiliary Information [11] Auxiliary Information [12] Auxiliary Information [13] Auxiliary Information [14] Auxiliary Information",model_generated
"If the Earths atmosphere is 78% Nitrogen, why dont we have Nitrogen based life? [1] Imagine that your body is a car engine. [2] If you use gas to drive it you're going to have a fairly stable engine and therefore can keep operating for a long time. [3] However, if you stop the engine and replace the gas with air you can no longer keep operating for a very long time. [4] The reason why this is the case is that air is so light, its essentially the same thing as throwing gravel on a bike and trying to jump off. [5] Although the bike might not suffer much damage, the gravel will certainly give it a bad ride. [6] Nitrogen on the other hand is really heavy, it takes a LOT more energy to accelerate it to high speed than it does to slow it down. [7] Also, it takes more energy to oxidize it than it does to produce it, and we're not able to create enough of that on earth. [8] You could say that we're ""running out"" of nitrogen, but we can never run out of oxygen or any other chemical. [9] Oxygen is like the gas that's responsible for keeping our bodies working. [10] If we stop breathing, we'll just die. [11] If we're surrounded by something that destroys oxygen and keeps us alive, we'll eventually die.",[1] Answer - Example [2] Answer - Example [3] Answer - Example [4] Answer - Example [5] Answer - Example [6] Answer (Summary) [7] Answer (Summary) [8] Answer (Summary) [9] Auxiliary Information [10] Auxiliary Information [11] Auxiliary Information,81heux,p90_random,"[1] Answer - Example [2] Answer - Example [3] Answer - Example [4] Answer - Example [5] Answer - Example [6] Answer (Summary) [7] Answer (Summary) [8] Answer (Summary),Auxiliary Information [9] Answer,Auxiliary Information [10] Answer,Auxiliary Information [11] Answer (Summary),Auxiliary Information",model_generated
"Why is it that 75% of the world has lactose intolerance but it seems like everyone i know drinks milk without drawbacks? [1] First of all, most people do not drink milk without lactose intolerance. [2] I think the reason for this is that lactose intolerance is more prevalent in those who live in regions with a higher prevalence of seasonal affective disorder, such as in Eastern Europe. [3] This is why people in those regions tend to have fewer lactose intolerant children than people in other regions, and the explanation is that they have been exposed to a different culture and a different environment than the rest of the world. [4] The explanation is that lactose intolerance is a mutation, not a genetic trait. [7] Secondly, the reason why people in most of the world do not drink milk without lactose intolerance is because they are lactose intolerant. [9] The genes responsible for the production of lactase are also present in many other mammals.",[1] Answer (Summary) [2] Answer [3] Answer [4] Answer [7] Miscellaneous [9] Auxiliary Information,8gnjvp,p60_predicted,"[1] Answer (Summary),Auxiliary Information [2] Answer,Answer (Summary) [3] Answer,Answer (Summary) [4] Answer,Auxiliary Information [7] Auxiliary Information,Miscellaneous [9] Auxiliary Information",model_generated
"Why is it that 75% of the world has lactose intolerance but it seems like everyone i know drinks milk without drawbacks? [1] Because most people are lactose intolerant at a young age and by the time they are an adult, they are usually already full of lactose. [4] The main problem with lactose intolerance is that it's very easy to develop, especially in children. [5] Lactose intolerance is an intolerance that occurs in people who are lactose intolerant. [6] Lactose intolerance is often the result of a disease that is also very common in people who are lactose intolerant. [7] That's why it's not that many people with lactose intolerance are lactose intolerant. [8] It's just that many people who are lactose intolerant are very very likely to be also lactose intolerant, and those people are more likely to be sick and die than those who aren't lactose intolerant. [9] So why don't you drink milk? [10] Because the milk you drink is mostly water. [11] Milk is about 85% water. [12] That's about 3 times more water than most people drink.",[1] Answer (Summary) [4] Auxiliary Information [5] Auxiliary Information [6] Auxiliary Information [7] Auxiliary Information [8] Auxiliary Information [9] Auxiliary Information [10] Auxiliary Information [11] Auxiliary Information [12] Auxiliary Information,8gnjvp,p60_random,"[1] Answer (Summary) [4] Auxiliary Information [5] Auxiliary Information [6] Auxiliary Information [7] Auxiliary Information [8] Auxiliary Information [9] Answer - Organizational sentence,Auxiliary Information [10] Answer - Example,Auxiliary Information [11] Auxiliary Information [12] Auxiliary Information",model_generated
"Why do people sometimes get very giddy/laugh uncontrollably after nearly dying? [1] As a side note, I don't get the laugh but I definitely laugh when they tell me their life is near over. [2] Apparently, it's sort of a hormonal response -- for example, I giggle at my cute cat when I see her in the toilet. [3] It's similar to a [mirror test](_URL_0_). [4] When you're looking at the mirror, you know exactly what's going on, but when you see your cat in the toilet, you don't know what's going on and it makes you feel a little silly. [5] It's kinda the same thing in reverse: you know what's going on, but when you see a cat, you think ""I'm about to die!"" and you're kinda embarassed.",[1] Miscellaneous [2] Answer (Summary) [3] Miscellaneous [4] Answer - Example [5] Answer - Example,8h1299,p90_random,"[1] Miscellaneous [2] Answer (Summary),Answer - Example [3] Answer - Example,Miscellaneous [4] Answer - Example [5] Answer,Answer - Example",model_generated
"What exactly does the British monarch do? [1] The UK has an official role traditionally played by the [Governor General](_URL_0_). [2] The Queen is the head of state and formally head of state of the UK. [3] These roles in the UK are passed down from generation to generation so that the line of succession can always be decided in a timely manner. [4] The Prime Minister is the head of government, her majesty has a duty to sign laws and then do all the ceremonial duties, but on paper, she has little actual power. [5] She is the head of state, but it's a ceremonial role and the laws and government are entirely made up by the Prime Minister. [6] To really understand this, you have to look at the long tradition of [Royal Prerogative](_URL_1_), which was a type of power extended to the monarch by European constitutional monarchies. [7] [The Magna Carta](_URL_2_) means that the monarch has the right to command an army; it doesn't mean she has to grant the monarchy any power, or get rid of them altogether. [8] Although the Queen still does have ceremonial powers (she is also the commander-in-chief of the armed forces) these are mostly ceremonial and are much less important to the modern day than they were back in history.",[1] Auxiliary Information [2] Answer (Summary) [3] Auxiliary Information [4] Answer (Summary) [5] Answer (Summary) [6] Auxiliary Information [7] Answer (Summary) [8] Answer,os8r6,p90_predicted,"[1] Auxiliary Information [2] Answer (Summary),Auxiliary Information [3] Auxiliary Information [4] Answer (Summary),Auxiliary Information [5] Answer,Answer (Summary) [6] Auxiliary Information [7] Answer,Answer (Summary) [8] Answer",model_generated
